City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
278,ngunut,-8.1058,112.0159,30.07,66,51,4.81,ID,1731297489
279,aioun,16.6614,-9.6149,22.87,17,1,4.37,MR,1731297491
280,onega,63.9061,38.1404,0.23,86,96,4.14,RU,1731297492
281,margate,51.3813,1.3862,11.6,90,100,0.89,GB,1731297495
282,nar'yan-mar,67.6713,53.087,-11.66,92,81,1.97,RU,1731297496
283,namibe,-15.1961,12.1522,19.97,73,59,1.58,AO,1731297498
284,englewood,39.6478,-104.9878,6.83,68,0,1.54,US,1731297499
285,villa ojo de agua,-29.5,-63.6938,15.2,81,100,14.29,AR,1731297500
286,sitka,57.0531,-135.33,8.94,57,40,6.69,US,1731297501
287,saryozek,44.3583,77.9753,6.01,51,4,2.45,KZ,1731297503
288,krivosheino,57.3431,83.9261,-7.81,82,100,4.61,RU,1731297504
289,ust'-kut,56.7938,105.7672,-4.67,73,100,2.18,RU,1731297507
290,bani suwayf,29.0744,31.0979,15.55,60,5,1.47,EG,1731297508
291,mugia,43.1041,-9.2179,14.39,91,27,4.25,ES,1731297510
292,santa cruz del sur,20.7147,-77.9956,25.04,90,24,4.0,CU,1731297512
293,caluula,11.9661,50.7569,26.28,78,62,4.9,SO,1731297514
294,urangan,-25.3,152.9,24.81,77,74,7.18,AU,1731297516
295,xining,36.6167,101.7667,6.34,53,73,3.08,CN,1731297517
296,trubchevsk,52.5798,33.7644,-0.08,90,50,1.53,RU,1731297519
297,ballina,-28.8667,153.5667,22.04,91,97,1.97,AU,1731297520
298,straseni,47.1414,28.6103,3.01,86,19,1.69,MD,1731297521
299,san pedro pochutla,15.7333,-96.4667,25.4,89,45,1.78,MX,1731297522
300,brandon,27.9378,-82.2859,24.5,88,0,2.57,US,1731297524
301,polohy,47.4844,36.2536,1.6,95,5,3.14,UA,1731297526
302,ketchikan,55.3422,-131.6461,7.41,95,100,3.44,US,1731297470
303,taroa,8.7058,171.2275,28.2,77,5,5.66,MH,1731297529
304,phan rang-thap cham,11.5667,108.9833,31.24,55,0,2.87,VN,1731297530
305,nguigmi,14.2495,13.1092,21.69,30,98,4.85,NE,1731297532
306,valle hermoso,25.6667,-97.8333,25.58,84,4,2.38,MX,1731297534
307,cadale,2.7603,46.3222,26.8,79,84,3.46,SO,1731297536
308,rio verde de mato grosso,-18.9181,-54.8442,25.85,57,47,3.23,BR,1731297468
309,port blair,11.6667,92.75,30.02,74,40,3.09,IN,1731297539
310,brisas barra de suchiate,14.55,-92.2167,26.67,80,75,1.37,MX,1731297541
311,laksar,29.7667,78.05,23.6,57,2,1.34,IN,1731297543
312,wynyard,-41.0,145.7167,18.01,55,0,4.6,AU,1731297545
313,yung shue wan,22.2333,114.1167,28.68,79,81,1.34,HK,1731297546
314,nago,26.5881,127.9761,27.94,74,29,1.5,JP,1731297513
315,ar rutbah,33.0381,40.2848,14.4,69,0,1.12,IQ,1731297549
316,vilhena,-12.7406,-60.1458,21.08,98,100,1.57,BR,1731297550
317,port augusta,-32.5,137.7667,30.66,35,86,4.31,AU,1731297551
318,new norfolk,-42.7826,147.0587,19.84,18,1,0.8,AU,1731297553
319,aykhal,66.0,111.5,-14.28,94,100,3.55,RU,1731297555
320,pangody,65.85,74.4859,-13.6,93,100,9.64,RU,1731297556
321,bel ombre,-4.6167,55.4167,27.91,78,20,0.51,SC,1731297558
322,harstad,68.799,16.5293,6.45,89,74,0.89,NO,1731297560
323,lisala,2.15,21.5167,19.48,100,94,1.01,CD,1731297562
324,takelsa,36.7833,10.6333,16.75,82,92,4.21,TN,1731297563
325,al jawf,29.5,38.75,16.28,71,0,4.6,SA,1731297565
326,bhimunipatnam,17.8833,83.4333,28.73,53,17,5.47,IN,1731297566
327,yantongshan,43.2919,126.0094,7.69,38,100,4.66,CN,1731297568
328,brookings,44.3114,-96.7984,7.88,90,0,2.57,US,1731297569
329,cabo san lucas,22.8909,-109.9124,23.75,72,4,1.79,MX,1731297570
330,amos,48.5669,-78.1162,2.11,87,100,1.21,CA,1731297571
331,pandan,14.0453,124.1694,30.53,70,100,4.97,PH,1731297573
332,kholmsk,47.0511,142.0569,3.51,54,14,8.55,RU,1731297471
333,nabire,-3.3667,135.4833,31.0,61,91,3.11,ID,1731297575
334,grande prairie,55.1667,-118.8027,-2.9,86,75,1.03,CA,1731297576
335,rockland,41.1668,-74.0496,11.58,90,100,2.97,US,1731297578
336,kill devil hills,36.0307,-75.676,19.99,81,40,4.12,US,1731297579
337,xai-xai,-25.0519,33.6442,23.49,85,100,1.7,MZ,1731297581
338,ar raqqah,35.95,39.0167,14.61,56,1,2.72,SY,1731297342
339,geraldton,-28.7667,114.6,25.23,50,0,7.72,AU,1731297583
340,sao joaquim de bicas,-20.0492,-44.2739,18.86,91,93,1.03,BR,1731297584
341,peniche,39.3558,-9.3811,18.45,93,89,7.78,PT,1731297586
342,sur,22.5667,59.5289,27.26,51,0,0.45,OM,1731297587
343,smithers,54.7804,-127.1743,2.18,75,100,0.0,CA,1731297589
344,sao joao da barra,-21.6403,-41.0511,20.7,83,47,2.28,BR,1731297593
345,titusville,28.6122,-80.8075,25.01,91,0,3.09,US,1731297594
346,mutuali,-14.8706,37.0044,24.53,65,0,1.72,MZ,1731297596
347,labrador city,52.9463,-66.9114,-3.05,68,40,6.17,CA,1731297597
348,bayanhongor,46.7167,100.1167,-9.67,70,4,0.34,MN,1731297599
349,marat,25.0701,45.4615,20.14,38,52,2.95,SA,1731297601
350,saguenay,48.4168,-71.0657,4.06,75,100,1.54,CA,1731297575
351,vorgashor,67.5833,63.95,-16.77,99,90,2.82,RU,1731297604
352,floro,61.5996,5.0328,6.98,93,100,3.6,NO,1731297605
353,semera,11.501,41.201,23.06,56,24,3.6,ET,1731297607
354,nantucket,41.2835,-70.0995,13.97,88,100,10.65,US,1731297609
355,kaohsiung,22.6163,120.3133,28.97,82,40,2.68,TW,1731297418
356,yacuiba,-22.038,-63.6797,24.05,52,0,2.72,BO,1731297612
357,yuzhno-kurilsk,44.0306,145.8556,8.25,62,69,9.59,RU,1731297613
358,kapuskasing,49.4169,-82.4331,4.05,100,100,2.57,CA,1731297421
359,nadym,65.5333,72.5167,-12.47,92,100,10.92,RU,1731297618
360,dolores,-36.3132,-57.6792,13.11,87,100,4.69,AR,1731297619
361,saldanha,-33.0117,17.9442,12.03,83,9,4.39,ZA,1731297620
362,richards bay,-28.783,32.0377,20.08,93,100,1.78,ZA,1731297622
363,khovd,48.0056,91.6419,1.01,34,76,3.07,MN,1731297625
364,baruun-urt,46.6806,113.2792,2.29,36,0,7.85,MN,1731297626
365,hasaki,35.7333,140.8333,18.78,85,100,6.38,JP,1731297494
366,coahuayana de hidalgo,18.7,-103.6583,25.06,88,54,1.05,MX,1731297630
367,kourou,5.1552,-52.6478,25.53,89,100,2.42,GF,1731297632
368,colon,9.3592,-79.9014,25.76,86,99,1.79,PA,1731297633
369,castillos,-34.1667,-53.8333,13.82,97,25,2.48,UY,1731297635
370,sabang,5.8933,95.3214,27.71,77,81,1.97,ID,1731297636
371,egilsstadir,65.2653,-14.3948,6.95,57,0,9.77,IS,1731297638
372,sinabang,2.4803,96.3801,28.51,73,99,0.7,ID,1731297639
373,suva,-18.1416,178.4415,22.71,100,75,4.12,FJ,1731297641
374,kushiro,42.975,144.3747,17.53,39,20,5.66,JP,1731297643
375,laminusa,5.5549,120.9136,28.14,74,100,1.0,PH,1731297645
376,kayangel,8.0823,134.7173,28.7,66,65,0.64,PW,1731297646
377,arvayheer,46.2639,102.775,-0.37,30,1,1.16,MN,1731297647
378,vrontados,38.4089,26.1328,11.03,81,98,4.49,GR,1731297649
379,hirara,24.8,125.2833,28.15,78,40,3.6,JP,1731297650
380,crane,31.3974,-102.3501,16.0,29,0,2.68,US,1731297652
381,temple,31.0982,-97.3428,19.62,67,0,1.94,US,1731297654
382,milledgeville,33.0801,-83.2321,16.08,97,100,0.0,US,1731297656
383,utrik,11.2278,169.8474,28.42,77,4,8.47,MH,1731297658
384,registro,-24.4875,-47.8436,15.18,99,1,0.3,BR,1731297659
385,shingu,33.7333,135.9833,22.26,76,66,1.71,JP,1731297661
386,saudarkrokur,65.7461,-19.6394,4.62,78,85,8.56,IS,1731297662
387,newman,37.3138,-121.0208,12.25,62,5,2.34,US,1731297664
388,vernon,50.2581,-119.2691,7.64,83,100,1.03,CA,1731297666
389,ulladulla,-35.35,150.4667,20.0,66,100,4.61,AU,1731297668
390,tolanaro,-25.0319,46.9987,25.04,83,0,4.63,MG,1731297669
391,el alto,-4.2714,-81.2147,18.15,83,100,6.86,PE,1731297671
392,azul,-36.777,-59.8585,10.13,90,100,1.96,AR,1731297673
393,kyzylorda,44.8528,65.5092,7.01,93,100,7.0,KZ,1731297675
394,knittelfeld,47.2167,14.8167,1.87,69,0,0.74,AT,1731297676
395,yelizovo,53.1873,158.3805,-1.92,93,100,5.0,RU,1731297678
396,fada,7.25,4.0667,22.28,96,55,1.07,NG,1731297679
397,bathsheba,13.2167,-59.5167,27.34,89,75,5.66,BB,1731297681
398,tete,-16.1564,33.5867,29.05,51,20,1.54,MZ,1731297683
399,rio grande,-32.035,-52.0986,19.48,84,1,6.55,BR,1731297654
400,xingtai,37.0631,114.4942,17.1,53,97,0.82,CN,1731297686
401,cao bang,22.6667,106.25,29.34,45,7,1.28,VN,1731297688
402,madera,37.1666,-119.8343,16.7,37,0,2.39,US,1731297467
403,lemoore,36.3008,-119.7829,13.01,71,0,2.06,US,1731297692
404,nampula,-15.1165,39.2666,22.97,88,20,3.13,MZ,1731297693
405,meadow lake,34.8014,-106.5436,4.83,48,37,1.48,US,1731297694
406,basco,20.4487,121.9702,26.57,86,100,9.95,PH,1731297696
407,ugoofaaru,5.6667,73.0,28.23,72,19,3.11,MV,1731297697
408,mairwa,26.2333,84.15,27.92,40,0,0.68,IN,1731297698
409,launceston,-41.45,147.1667,19.8,34,0,7.2,AU,1731297700
410,yinchuan,38.4681,106.2731,12.18,28,57,1.26,CN,1731297701
411,aoulef,26.9667,1.0833,20.54,38,53,4.72,DZ,1731297702
412,brokopondo,4.75,-55.1667,25.33,87,78,3.68,SR,1731297704
413,plettenberg bay,-34.0527,23.3716,14.21,84,84,1.52,ZA,1731297706
414,slave lake,55.2834,-114.769,-0.01,86,100,5.66,CA,1731297428
415,gewane,10.1664,40.6453,25.29,34,64,1.83,ET,1731297711
416,tara,56.8944,74.371,-8.04,88,100,5.31,RU,1731297713
417,agat village,13.3886,144.6585,27.64,91,100,1.34,GU,1731297714
418,katsuura,35.1333,140.3,19.96,81,100,5.65,JP,1731297716
419,kotabumi,-4.8333,104.9,31.95,57,97,2.04,ID,1731297718
420,pingliang,35.5392,106.6861,8.85,69,100,5.09,CN,1731297720
421,tshabong,-26.05,22.45,18.86,25,13,4.16,BW,1731297721
422,fyodorovka,53.6314,62.7078,-8.46,90,30,4.53,KZ,1731297723
423,salinopolis,-0.6136,-47.3561,26.79,78,60,4.81,BR,1731297726
424,zaragoza,41.6561,-0.8773,12.25,75,0,5.66,ES,1731297728
425,aban,56.67,96.06,0.39,85,100,7.03,RU,1731297729
426,nizhniy kuranakh,58.8353,125.4869,-9.39,88,98,1.64,RU,1731297731
427,wanning,18.8003,110.3967,24.16,94,100,9.25,CN,1731297733
428,breves,-1.6822,-50.4803,26.17,79,100,2.64,BR,1731297735
429,tyuratam,45.6507,63.3156,5.65,81,61,5.59,KZ,1731297736
430,calama,-22.4667,-68.9333,10.27,29,0,2.57,CL,1731297615
431,betio village,1.358,172.9211,32.02,70,7,5.97,KI,1731297739
432,praia da vitoria,38.7333,-27.0667,20.14,88,75,7.74,PT,1731297741
433,beledweyne,4.7358,45.2036,25.66,79,95,2.98,SO,1731297743
434,andovoranto,-18.95,49.1,25.42,85,58,1.96,MG,1731297745
435,greenville,35.6127,-77.3663,19.01,92,40,2.06,US,1731297616
436,hamilton,39.1834,-84.5333,17.65,91,40,4.92,US,1731297524
437,alaghsas,17.0187,8.0168,18.5,25,23,4.27,NE,1731297751
438,gadzhiyevo,69.2551,33.3362,3.34,75,100,7.86,RU,1731297753
439,usogorsk,63.4106,48.6872,-1.55,92,100,1.57,RU,1731297755
440,burutu,5.3509,5.5076,24.23,91,23,1.47,NG,1731297756
441,el bauga,18.262,33.9081,23.72,34,78,6.13,SD,1731297758
442,papao,-17.75,-149.55,26.82,90,75,9.18,PF,1731297759
443,ciudad cuauhtemoc,22.1833,-97.8333,25.06,88,0,0.0,MX,1731297761
444,mthatha,-31.5889,28.7844,13.31,100,100,2.06,ZA,1731297762
445,baikonur,45.6167,63.3167,5.75,80,56,5.77,KZ,1731297763
446,yemetsk,63.4721,41.7941,0.27,98,97,2.71,RU,1731297767
447,ghadamis,30.1337,9.5007,17.5,37,1,0.8,LY,1731297769
448,cacador,-26.7753,-51.015,14.71,95,34,1.59,BR,1731297770
449,zheleznogorsk-ilimskiy,56.5768,104.1217,-4.46,69,100,3.96,RU,1731297771
450,matias barbosa,-21.8692,-43.3194,17.81,94,100,0.53,BR,1731297772
451,kuta,-8.7233,115.1723,31.97,74,20,6.69,ID,1731297774
452,porto murtinho,-21.6989,-57.8825,24.56,50,0,1.91,BR,1731297775
453,ghatanji,20.1333,78.3167,25.34,53,4,2.75,IN,1731297777
454,nuku'alofa,-21.1333,-175.2,24.19,88,100,6.17,TO,1731297511
455,zhigalovo,54.8097,105.1578,-4.18,59,100,1.57,RU,1731297780
456,siwa oasis,29.2041,25.5195,17.36,54,64,0.57,EG,1731297782
457,alotau,-10.3069,150.4462,29.7,71,100,2.52,PG,1731297784
458,pahrump,36.2083,-115.9839,16.25,20,45,1.9,US,1731297555
459,new plymouth,-39.0667,174.0833,16.84,100,1,7.24,NZ,1731297787
460,bryne,58.7354,5.6477,7.75,85,100,3.6,NO,1731297788
461,massawa,15.6097,39.45,29.63,63,2,2.01,ER,1731297790
462,utete,-7.986,38.758,24.13,85,32,0.24,TZ,1731297792
463,zhytkavichy,52.2168,27.8561,0.47,91,46,0.52,BY,1731297794
464,kununurra,-15.7667,128.7333,39.99,29,20,5.66,AU,1731297528
465,save,8.0425,2.486,23.53,87,0,0.45,BJ,1731297797
466,vilyuysk,63.7553,121.6247,-10.69,93,100,2.54,RU,1731297798
467,el porvenir,13.7617,-87.3458,21.45,91,22,2.18,HN,1731297800
468,dongcun,36.7767,121.1597,17.47,67,20,1.82,CN,1731297801
469,raton,36.9034,-104.4391,-2.66,74,0,2.57,US,1731297803
470,tabou,4.423,-7.3528,25.37,87,11,2.52,CI,1731297804
471,charters towers,-20.1,146.2667,35.87,23,13,7.33,AU,1731297805
472,la plata,-34.9215,-57.9545,14.06,83,100,6.42,AR,1731297805
473,murghob,38.1702,73.9667,-5.2,53,6,2.8,TJ,1731297808
474,harper,4.375,-7.7169,25.26,87,7,2.95,LR,1731297810
475,azangaro,-14.9167,-70.2167,8.62,66,70,1.02,PE,1731297811
476,vadso,70.0744,29.7487,5.09,87,75,1.54,NO,1731297812
477,thohoyandou,-22.9456,30.485,20.09,90,100,2.78,ZA,1731297635
478,sault ste. marie,46.5168,-84.3333,8.16,93,100,4.63,CA,1731297647
479,gelemso,8.8167,40.5167,15.12,70,97,1.56,ET,1731297817
480,badamdar,40.3394,49.8039,7.97,85,100,2.62,AZ,1731297819
481,angaur state,6.906,134.13,28.78,67,26,0.15,PW,1731297820
482,el reno,35.5323,-97.955,10.97,82,0,2.06,US,1731297821
483,ola,59.5833,151.2833,-7.11,76,100,9.22,RU,1731297824
484,east london,-33.0153,27.9116,15.52,100,75,2.57,ZA,1731297626
485,kaeng khoi,14.5862,100.9976,31.04,59,21,4.49,TH,1731297827
486,kismayo,-0.3582,42.5454,27.17,77,100,2.91,SO,1731297830
487,tamanrasset,22.785,5.5228,9.95,46,0,1.03,DZ,1731297831
488,qarqaraly,49.4058,75.4742,-1.62,91,100,9.4,KZ,1731297833
489,selkirk,50.1436,-96.8845,1.21,89,100,6.71,CA,1731297835
490,vila franca do campo,37.7167,-25.4333,20.23,99,68,6.17,PT,1731297836
491,fort mcmurray,56.7268,-111.381,-3.27,86,100,1.54,CA,1731297838
492,juigalpa,12.1063,-85.3645,22.9,93,100,2.21,NI,1731297649
493,riscani,47.9572,27.5539,1.52,78,11,1.68,MD,1731297841
494,acapulco de juarez,16.8634,-99.8901,24.53,82,26,1.74,MX,1731297603
495,qamdo,31.1667,97.2333,5.87,34,0,3.24,CN,1731297845
496,orangeburg,33.4918,-80.8557,18.91,85,100,1.54,US,1731297605
497,haapsalu,58.9431,23.5414,4.43,92,100,5.19,EE,1731297848
498,waingapu,-9.6567,120.2641,32.51,51,3,6.98,ID,1731297850
499,inhambane,-23.865,35.3833,25.0,73,20,2.24,MZ,1731297851
500,nova xavantina,-14.6667,-52.35,22.23,92,54,0.7,BR,1731297852
501,dalandzadgad,43.5708,104.425,5.61,24,0,2.56,MN,1731297854
502,homer,59.6425,-151.5483,0.43,84,0,1.54,US,1731297855
503,miranda,3.2499,-76.2281,19.21,95,100,0.9,CO,1731297857
504,ciudad hidalgo,19.6833,-100.5667,14.72,87,76,1.54,MX,1731297858
505,nouadhibou,20.931,-17.0347,20.99,49,0,4.63,MR,1731297860
506,bogotol,56.2078,89.5342,-0.02,76,100,7.72,RU,1731297866
507,whitby,54.4877,-0.615,7.3,84,32,2.24,GB,1731297797
508,fale old settlement,-9.3852,-171.2468,28.19,75,35,5.2,TK,1731297869
509,dwarka,22.2394,68.9678,29.02,51,0,2.84,IN,1731297870
510,mermoz boabab,14.7065,-17.4758,24.88,83,0,3.09,SN,1731297872
511,westport,41.1415,-73.3579,14.89,91,100,3.58,US,1731297603
512,vorkuta,67.5,64.0,-16.89,99,88,2.72,RU,1731297832
513,aiquile,-18.2041,-65.1807,16.28,71,6,1.75,BO,1731297876
514,burang,30.25,81.1667,1.62,38,0,2.41,CN,1731297878
515,samraong,12.4526,105.5873,31.56,54,8,1.59,KH,1731297880
516,concepcion,-36.827,-73.0498,11.89,76,0,1.03,CL,1731297615
517,ust'-ilimsk,58.0006,102.6619,-3.17,73,100,5.33,RU,1731297884
518,raahe,64.6833,24.4833,2.53,91,100,5.23,FI,1731297626
519,cockburn town,21.4612,-71.1419,27.87,80,70,8.69,TC,1731297887
520,mata-utu,-13.2816,-176.1745,27.91,79,80,6.26,WF,1731297889
521,piacabucu,-10.4056,-36.4344,24.98,81,38,6.48,BR,1731297707
522,cooper's town,26.8667,-77.5167,25.09,87,91,8.75,BS,1731297891
523,ilha solteira,-20.4328,-51.3425,24.04,70,50,1.99,BR,1731297646
524,argo,37.6333,22.7333,11.53,70,65,1.9,GR,1731297894
525,erdenet,49.0333,104.0833,0.32,34,72,6.75,MN,1731297896
526,varallo,45.8139,8.259,6.79,87,9,1.67,IT,1731297898
527,bridgetown,13.1,-59.6167,27.27,89,75,5.66,BB,1731297848
528,doka,13.5167,35.7667,25.37,45,24,1.92,SD,1731297901
529,tvoroyri,61.5556,-6.8111,9.02,80,80,12.7,FO,1731297903
530,demre,36.2537,29.9777,15.87,63,82,0.74,TR,1731297904
531,aksu,41.1231,80.2644,9.93,49,100,1.09,CN,1731297905
532,kawalu,-7.3817,108.2082,28.26,74,72,2.15,ID,1731297907
533,forster,-32.1667,152.5167,22.99,80,99,4.81,AU,1731297908
534,awjilah,29.1081,21.2869,17.9,52,100,4.02,LY,1731297909
535,alakurtti,66.9672,30.3491,-2.65,98,78,0.72,RU,1731297911
536,surskoye,54.4821,46.7214,-1.07,96,37,1.42,RU,1731297913
537,champerico,14.3,-91.9167,27.25,79,74,1.09,GT,1731297914
538,mariehamn,60.0973,19.9348,5.92,93,100,2.57,AX,1731297916
539,paracuru,-3.41,-39.0306,25.49,76,68,5.64,BR,1731297917
540,tarko-sale,64.9225,77.785,-7.76,94,100,8.81,RU,1731297922
541,emerald,-23.5333,148.1667,35.19,36,12,5.77,AU,1731297924
542,dajal,29.5577,70.3762,27.12,25,77,0.27,PK,1731297925
543,guankou,28.15,113.6333,26.08,46,0,0.42,CN,1731297927
544,argostolion,38.1811,20.489,12.08,52,100,4.46,GR,1731297929
545,arteaga,18.4667,-102.4167,20.48,100,52,1.44,MX,1731297930
546,seven pagodas,12.6264,80.1722,28.29,69,31,6.77,IN,1731297932
547,greymouth,-42.4667,171.2,13.58,63,47,4.09,NZ,1731297789
548,pokrovsk,48.282,37.1758,4.18,89,100,3.08,UA,1731297935
549,jalapa,19.5333,-96.9167,17.01,90,68,1.02,MX,1731297722
550,kisangani,0.5167,25.2,19.49,98,100,0.21,CD,1731297732
551,teguise,29.0605,-13.564,20.12,56,0,5.66,ES,1731297735
552,shelekhov,52.2139,104.1,0.21,28,96,2.03,RU,1731297739
553,toledo,39.8333,-4.0,14.06,84,8,1.05,ES,1731297945
554,shihezi,44.3,86.0333,5.89,59,3,1.61,CN,1731297947
555,al jahra',29.3375,47.6581,25.27,29,82,2.2,KW,1731297948
556,fuyuan,46.4333,127.0833,4.48,24,67,5.64,CN,1731297950
557,simga,21.6333,81.7,25.66,48,0,2.61,IN,1731297951
558,yichang,30.7144,111.2847,23.61,39,0,1.1,CN,1731297953
559,ar rass,25.8694,43.4973,21.1,38,91,5.08,SA,1731297833
560,murun-kuren,49.6342,100.1625,0.4,37,43,2.64,MN,1731297955
